id,topic,geo_level,geo,year,number
211,Cigarette Smoking among Adults,Neighborhood (UHF 42),Williamsburg - Bushwick,2009,23.2
301,Cigarette Smoking among Adults,Neighborhood (UHF 42),Washington Heights,2009,10.7
302,Cigarette Smoking among Adults,Neighborhood (UHF 42),Central Harlem - Morningside Heights,2009,21.9
303,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Harlem,2009,12.9
304,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper West Side,2009,9.7
305,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper East Side,2009,15.4
306,Cigarette Smoking among Adults,Neighborhood (UHF 42),Chelsea - Clinton,2009,16.7
307,Cigarette Smoking among Adults,Neighborhood (UHF 42),Gramercy Park - Murray Hill,2009,15.4
308,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenwich Village - SoHo,2009,16.7
309,Cigarette Smoking among Adults,Neighborhood (UHF 42),Union Square - Lower East Side,2009,18.5
310,Cigarette Smoking among Adults,Neighborhood (UHF 42),Lower Manhattan,2009,18.5
401,Cigarette Smoking among Adults,Neighborhood (UHF 42),Long Island City - Astoria,2009,17.6
402,Cigarette Smoking among Adults,Neighborhood (UHF 42),West Queens,2009,15.8
403,Cigarette Smoking among Adults,Neighborhood (UHF 42),Flushing - Clearview,2009,16.3
404,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bayside - Little Neck,2009,9.4
405,Cigarette Smoking among Adults,Neighborhood (UHF 42),Ridgewood - Forest Hills,2009,17.6
406,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fresh Meadows,2009,9.4
407,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southwest Queens,2009,10.1
408,Cigarette Smoking among Adults,Neighborhood (UHF 42),Jamaica,2009,13.4
409,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southeast Queens,2009,9.8
410,Cigarette Smoking among Adults,Neighborhood (UHF 42),Rockaways,2009,24.4
501,Cigarette Smoking among Adults,Neighborhood (UHF 42),Port Richmond,2009,18.6
502,Cigarette Smoking among Adults,Neighborhood (UHF 42),Stapleton - St. George,2009,18.6
503,Cigarette Smoking among Adults,Neighborhood (UHF 42),Willowbrook,2009,19.2
504,Cigarette Smoking among Adults,Neighborhood (UHF 42),South Beach - Tottenville,2009,19.2
101,Cigarette Smoking among Adults,Neighborhood (UHF 42),Kingsbridge - Riverdale,2010,11.8
102,Cigarette Smoking among Adults,Neighborhood (UHF 42),Northeast Bronx,2010,10
103,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fordham - Bronx Pk,2010,15.9
104,Cigarette Smoking among Adults,Neighborhood (UHF 42),Pelham - Throgs Neck,2010,16.5
105,Cigarette Smoking among Adults,Neighborhood (UHF 42),Crotona -Tremont,2010,19.3
106,Cigarette Smoking among Adults,Neighborhood (UHF 42),High Bridge - Morrisania,2010,19.3
107,Cigarette Smoking among Adults,Neighborhood (UHF 42),Hunts Point - Mott Haven,2010,19.3
201,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenpoint,2010,15.5
202,Cigarette Smoking among Adults,Neighborhood (UHF 42),Downtown - Heights - Slope,2010,13
203,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2010,18.9
204,Cigarette Smoking among Adults,Neighborhood (UHF 42),East New York,2010,19.4
205,Cigarette Smoking among Adults,Neighborhood (UHF 42),Sunset Park,2010,5
206,Cigarette Smoking among Adults,Neighborhood (UHF 42),Borough Park,2010,11.7
207,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Flatbush - Flatbush,2010,2.8
208,Cigarette Smoking among Adults,Neighborhood (UHF 42),Canarsie - Flatlands,2010,9.1
209,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2010,24
210,Cigarette Smoking among Adults,Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2010,15.2
211,Cigarette Smoking among Adults,Neighborhood (UHF 42),Williamsburg - Bushwick,2010,19.1
301,Cigarette Smoking among Adults,Neighborhood (UHF 42),Washington Heights,2010,18.7
302,Cigarette Smoking among Adults,Neighborhood (UHF 42),Central Harlem - Morningside Heights,2010,12.5
303,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Harlem,2010,17.3
304,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper West Side,2010,6.4
305,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper East Side,2010,12.3
306,Cigarette Smoking among Adults,Neighborhood (UHF 42),Chelsea - Clinton,2010,12.2
307,Cigarette Smoking among Adults,Neighborhood (UHF 42),Gramercy Park - Murray Hill,2010,12.3
308,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenwich Village - SoHo,2010,12.2
309,Cigarette Smoking among Adults,Neighborhood (UHF 42),Union Square - Lower East Side,2010,11.7
310,Cigarette Smoking among Adults,Neighborhood (UHF 42),Lower Manhattan,2010,11.7
401,Cigarette Smoking among Adults,Neighborhood (UHF 42),Long Island City - Astoria,2010,18.8
402,Cigarette Smoking among Adults,Neighborhood (UHF 42),West Queens,2010,13.4
403,Cigarette Smoking among Adults,Neighborhood (UHF 42),Flushing - Clearview,2010,20.3
404,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bayside - Little Neck,2010,7.2
405,Cigarette Smoking among Adults,Neighborhood (UHF 42),Ridgewood - Forest Hills,2010,12.6
406,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fresh Meadows,2010,7.2
407,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southwest Queens,2010,17.1
408,Cigarette Smoking among Adults,Neighborhood (UHF 42),Jamaica,2010,15.6
409,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southeast Queens,2010,4.9
410,Cigarette Smoking among Adults,Neighborhood (UHF 42),Rockaways,2010,18.1
501,Cigarette Smoking among Adults,Neighborhood (UHF 42),Port Richmond,2010,14.7
502,Cigarette Smoking among Adults,Neighborhood (UHF 42),Stapleton - St. George,2010,14.7
503,Cigarette Smoking among Adults,Neighborhood (UHF 42),Willowbrook,2010,13.3
504,Cigarette Smoking among Adults,Neighborhood (UHF 42),South Beach - Tottenville,2010,13.3
101,Cigarette Smoking among Adults,Neighborhood (UHF 42),Kingsbridge - Riverdale,2011,13.7
102,Cigarette Smoking among Adults,Neighborhood (UHF 42),Northeast Bronx,2011,13.3
103,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fordham - Bronx Pk,2011,12
104,Cigarette Smoking among Adults,Neighborhood (UHF 42),Pelham - Throgs Neck,2011,20.9
105,Cigarette Smoking among Adults,Neighborhood (UHF 42),Crotona -Tremont,2011,20.4
106,Cigarette Smoking among Adults,Neighborhood (UHF 42),High Bridge - Morrisania,2011,20.4
107,Cigarette Smoking among Adults,Neighborhood (UHF 42),Hunts Point - Mott Haven,2011,20.4
201,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenpoint,2011,16.2
202,Cigarette Smoking among Adults,Neighborhood (UHF 42),Downtown - Heights - Slope,2011,10.4
203,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2011,17.8
204,Cigarette Smoking among Adults,Neighborhood (UHF 42),East New York,2011,19.1
205,Cigarette Smoking among Adults,Neighborhood (UHF 42),Sunset Park,2011,30.5
206,Cigarette Smoking among Adults,Neighborhood (UHF 42),Borough Park,2011,15.5
207,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Flatbush - Flatbush,2011,14.2
208,Cigarette Smoking among Adults,Neighborhood (UHF 42),Canarsie - Flatlands,2011,13.5
209,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2011,12.1
210,Cigarette Smoking among Adults,Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2011,19.4
211,Cigarette Smoking among Adults,Neighborhood (UHF 42),Williamsburg - Bushwick,2011,12.8
301,Cigarette Smoking among Adults,Neighborhood (UHF 42),Washington Heights,2011,11.6
302,Cigarette Smoking among Adults,Neighborhood (UHF 42),Central Harlem - Morningside Heights,2011,16.7
303,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Harlem,2011,19.6
304,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper West Side,2011,8.4
305,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper East Side,2011,12.4
306,Cigarette Smoking among Adults,Neighborhood (UHF 42),Chelsea - Clinton,2011,13.7
307,Cigarette Smoking among Adults,Neighborhood (UHF 42),Gramercy Park - Murray Hill,2011,12.4
308,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenwich Village - SoHo,2011,13.7
309,Cigarette Smoking among Adults,Neighborhood (UHF 42),Union Square - Lower East Side,2011,10.5
310,Cigarette Smoking among Adults,Neighborhood (UHF 42),Lower Manhattan,2011,10.5
401,Cigarette Smoking among Adults,Neighborhood (UHF 42),Long Island City - Astoria,2011,22.7
402,Cigarette Smoking among Adults,Neighborhood (UHF 42),West Queens,2011,9.8
403,Cigarette Smoking among Adults,Neighborhood (UHF 42),Flushing - Clearview,2011,11.3
404,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bayside - Little Neck,2011,14.1
405,Cigarette Smoking among Adults,Neighborhood (UHF 42),Ridgewood - Forest Hills,2011,13.4
406,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fresh Meadows,2011,14.1
407,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southwest Queens,2011,7
408,Cigarette Smoking among Adults,Neighborhood (UHF 42),Jamaica,2011,10.8
409,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southeast Queens,2011,10.4
410,Cigarette Smoking among Adults,Neighborhood (UHF 42),Rockaways,2011,15.1
501,Cigarette Smoking among Adults,Neighborhood (UHF 42),Port Richmond,2011,25.2
502,Cigarette Smoking among Adults,Neighborhood (UHF 42),Stapleton - St. George,2011,25.2
503,Cigarette Smoking among Adults,Neighborhood (UHF 42),Willowbrook,2011,22.6
504,Cigarette Smoking among Adults,Neighborhood (UHF 42),South Beach - Tottenville,2011,22.6
101,Cigarette Smoking among Adults,Neighborhood (UHF 42),Kingsbridge - Riverdale,2012,6.4
102,Cigarette Smoking among Adults,Neighborhood (UHF 42),Northeast Bronx,2012,16.3
103,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fordham - Bronx Pk,2012,8.4
104,Cigarette Smoking among Adults,Neighborhood (UHF 42),Pelham - Throgs Neck,2012,22.3
105,Cigarette Smoking among Adults,Neighborhood (UHF 42),Crotona -Tremont,2012,17.3
106,Cigarette Smoking among Adults,Neighborhood (UHF 42),High Bridge - Morrisania,2012,17.3
107,Cigarette Smoking among Adults,Neighborhood (UHF 42),Hunts Point - Mott Haven,2012,17.3
201,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenpoint,2012,17.3
202,Cigarette Smoking among Adults,Neighborhood (UHF 42),Downtown - Heights - Slope,2012,16.9
203,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2012,16.8
204,Cigarette Smoking among Adults,Neighborhood (UHF 42),East New York,2012,16.7
205,Cigarette Smoking among Adults,Neighborhood (UHF 42),Sunset Park,2012,12
206,Cigarette Smoking among Adults,Neighborhood (UHF 42),Borough Park,2012,12.4
207,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Flatbush - Flatbush,2012,12.1
208,Cigarette Smoking among Adults,Neighborhood (UHF 42),Canarsie - Flatlands,2012,14.8
209,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2012,16.7
210,Cigarette Smoking among Adults,Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2012,21.4
211,Cigarette Smoking among Adults,Neighborhood (UHF 42),Williamsburg - Bushwick,2012,18.2
301,Cigarette Smoking among Adults,Neighborhood (UHF 42),Washington Heights,2012,13
302,Cigarette Smoking among Adults,Neighborhood (UHF 42),Central Harlem - Morningside Heights,2012,16.1
303,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Harlem,2012,18.6
304,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper West Side,2012,12.6
305,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper East Side,2012,12.8
306,Cigarette Smoking among Adults,Neighborhood (UHF 42),Chelsea - Clinton,2012,18.4
307,Cigarette Smoking among Adults,Neighborhood (UHF 42),Gramercy Park - Murray Hill,2012,12.8
308,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenwich Village - SoHo,2012,18.4
309,Cigarette Smoking among Adults,Neighborhood (UHF 42),Union Square - Lower East Side,2012,22.8
310,Cigarette Smoking among Adults,Neighborhood (UHF 42),Lower Manhattan,2012,22.8
401,Cigarette Smoking among Adults,Neighborhood (UHF 42),Long Island City - Astoria,2012,16
402,Cigarette Smoking among Adults,Neighborhood (UHF 42),West Queens,2012,15.9
403,Cigarette Smoking among Adults,Neighborhood (UHF 42),Flushing - Clearview,2012,16.3
404,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bayside - Little Neck,2012,13.2
405,Cigarette Smoking among Adults,Neighborhood (UHF 42),Ridgewood - Forest Hills,2012,17.3
406,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fresh Meadows,2012,13.2
407,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southwest Queens,2012,11.9
408,Cigarette Smoking among Adults,Neighborhood (UHF 42),Jamaica,2012,13.8
409,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southeast Queens,2012,9
410,Cigarette Smoking among Adults,Neighborhood (UHF 42),Rockaways,2012,18.6
501,Cigarette Smoking among Adults,Neighborhood (UHF 42),Port Richmond,2012,20
502,Cigarette Smoking among Adults,Neighborhood (UHF 42),Stapleton - St. George,2012,20
503,Cigarette Smoking among Adults,Neighborhood (UHF 42),Willowbrook,2012,14.4
504,Cigarette Smoking among Adults,Neighborhood (UHF 42),South Beach - Tottenville,2012,14.4
101,Cigarette Smoking among Adults,Neighborhood (UHF 42),Kingsbridge - Riverdale,2013,13.3
102,Cigarette Smoking among Adults,Neighborhood (UHF 42),Northeast Bronx,2013,16.8
103,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fordham - Bronx Pk,2013,17.7
104,Cigarette Smoking among Adults,Neighborhood (UHF 42),Pelham - Throgs Neck,2013,13.2
105,Cigarette Smoking among Adults,Neighborhood (UHF 42),Crotona -Tremont,2013,17.4
106,Cigarette Smoking among Adults,Neighborhood (UHF 42),High Bridge - Morrisania,2013,17.4
107,Cigarette Smoking among Adults,Neighborhood (UHF 42),Hunts Point - Mott Haven,2013,17.4
201,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenpoint,2013,21
202,Cigarette Smoking among Adults,Neighborhood (UHF 42),Downtown - Heights - Slope,2013,17.7
203,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2013,14.9
204,Cigarette Smoking among Adults,Neighborhood (UHF 42),East New York,2013,18.3
205,Cigarette Smoking among Adults,Neighborhood (UHF 42),Sunset Park,2013,12
206,Cigarette Smoking among Adults,Neighborhood (UHF 42),Borough Park,2013,20.5
207,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Flatbush - Flatbush,2013,11
208,Cigarette Smoking among Adults,Neighborhood (UHF 42),Canarsie - Flatlands,2013,10
209,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2013,19
210,Cigarette Smoking among Adults,Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2013,15.9
211,Cigarette Smoking among Adults,Neighborhood (UHF 42),Williamsburg - Bushwick,2013,17
301,Cigarette Smoking among Adults,Neighborhood (UHF 42),Washington Heights,2013,17.9
302,Cigarette Smoking among Adults,Neighborhood (UHF 42),Central Harlem - Morningside Heights,2013,19.4
303,Cigarette Smoking among Adults,Neighborhood (UHF 42),East Harlem,2013,18.4
304,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper West Side,2013,9.8
305,Cigarette Smoking among Adults,Neighborhood (UHF 42),Upper East Side,2013,14.6
306,Cigarette Smoking among Adults,Neighborhood (UHF 42),Chelsea - Clinton,2013,11.7
307,Cigarette Smoking among Adults,Neighborhood (UHF 42),Gramercy Park - Murray Hill,2013,14.6
308,Cigarette Smoking among Adults,Neighborhood (UHF 42),Greenwich Village - SoHo,2013,11.7
309,Cigarette Smoking among Adults,Neighborhood (UHF 42),Union Square - Lower East Side,2013,19.5
310,Cigarette Smoking among Adults,Neighborhood (UHF 42),Lower Manhattan,2013,19.5
401,Cigarette Smoking among Adults,Neighborhood (UHF 42),Long Island City - Astoria,2013,16
402,Cigarette Smoking among Adults,Neighborhood (UHF 42),West Queens,2013,13
403,Cigarette Smoking among Adults,Neighborhood (UHF 42),Flushing - Clearview,2013,19.2
404,Cigarette Smoking among Adults,Neighborhood (UHF 42),Bayside - Little Neck,2013,15.7
405,Cigarette Smoking among Adults,Neighborhood (UHF 42),Ridgewood - Forest Hills,2013,15.4
406,Cigarette Smoking among Adults,Neighborhood (UHF 42),Fresh Meadows,2013,15.7
407,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southwest Queens,2013,19.5
408,Cigarette Smoking among Adults,Neighborhood (UHF 42),Jamaica,2013,16.2
409,Cigarette Smoking among Adults,Neighborhood (UHF 42),Southeast Queens,2013,14.6
410,Cigarette Smoking among Adults,Neighborhood (UHF 42),Rockaways,2013,20.1
501,Cigarette Smoking among Adults,Neighborhood (UHF 42),Port Richmond,2013,19
502,Cigarette Smoking among Adults,Neighborhood (UHF 42),Stapleton - St. George,2013,19
503,Cigarette Smoking among Adults,Neighborhood (UHF 42),Willowbrook,2013,17.9
504,Cigarette Smoking among Adults,Neighborhood (UHF 42),South Beach - Tottenville,2013,17.9
101,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Kingsbridge - Riverdale,2008,29.9
102,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Northeast Bronx,2008,38.2
103,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fordham - Bronx Pk,2008,58.9
104,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Pelham - Throgs Neck,2008,46.9
105,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Crotona -Tremont,2008,77.4
106,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),High Bridge - Morrisania,2008,70.8
107,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Hunts Point - Mott Haven,2008,84.4
201,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenpoint,2008,19.4
202,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Downtown - Heights - Slope,2008,30
203,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2008,47.9
204,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East New York,2008,41.8
205,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Sunset Park,2008,23.1
206,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Borough Park,2008,11.6
207,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Flatbush - Flatbush,2008,23.3
208,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Canarsie - Flatlands,2008,22.8
209,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2008,9.1
210,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2008,16.9
211,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Williamsburg - Bushwick,2008,58.2
301,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Washington Heights,2008,28.3
302,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Central Harlem - Morningside Heights,2008,49.8
303,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Harlem,2008,84.4
304,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper West Side,2008,14.8
305,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper East Side,2008,5.4
306,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Chelsea - Clinton,2008,15.2
307,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Gramercy Park - Murray Hill,2008,8.6
308,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenwich Village - SoHo,2008,5.7
309,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Union Square - Lower East Side,2008,25.6
310,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Lower Manhattan,2008,9.4
401,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Long Island City - Astoria,2008,15.3
402,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),West Queens,2008,12.4
403,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Flushing - Clearview,2008,9
404,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bayside - Little Neck,2008,7.9
405,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Ridgewood - Forest Hills,2008,14.5
406,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fresh Meadows,2008,13.6
407,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southwest Queens,2008,16.7
408,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Jamaica,2008,25.9
409,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southeast Queens,2008,16.2
410,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Rockaways,2008,31.9
501,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Port Richmond,2008,32.3
502,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Stapleton - St. George,2008,27.4
503,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Willowbrook,2008,13.5
504,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),South Beach - Tottenville,2008,10.7
101,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Kingsbridge - Riverdale,2009,33
102,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Northeast Bronx,2009,41.3
